,reads,umis
PZ-MB-TChIC-K562-H3K4me3-T_307,3066,3066
PZ-TChIC-K562-SC-H3K27me3-T_34,100,100
PZ-TChIC-K562-SC-H3K27me3-T_215,122,122
PZ-MB-TChIC-K562-H3K4me3-T_231,4256,4256
PZ-MB-TChIC-K562-H3K4me3-T_7,1034,1034
PZ-MB-TChIC-K562-H3K4me3-T_12,125,125
PZ-MB-TChIC-K562-H3K4me3-T_135,4329,4329
PZ-MB-TChIC-K562-H3K4me3-CT_182,4409,4409
PZ-TChIC-K562-SC-H3K27me3-CT_1,27,27
PZ-MB-TChIC-K562-H3K4me3-T_376,2893,2893
PZ-TChIC-K562-SC-H3K27me3-T_36,164,164
PZ-TChIC-K562-SC-H3K27me3-T_336,49,49
PZ-MB-TChIC-K562-H3K4me3-CT_320,2241,2241
PZ-MB-TChIC-K562-H3K4me3-CT_346,740,740
PZ-TChIC-K562-SC-H3K27me3-T_277,291,291
PZ-TChIC-K562-SC-H3K27me3-T_211,766,766
PZ-MB-TChIC-K562-H3K4me3-CT_215,1307,1307
PZ-TChIC-K562-SC-H3K27me3-T_251,222,222
PZ-TChIC-K562-SC-H3K27me3-T_300,124,124
PZ-TChIC-K562-SC-H3K27me3-T_337,71,71
PZ-MB-TChIC-K562-H3K4me3-T_10,597,597
PZ-TChIC-K562-SC-H3K27me3-T_285,1938,1938
PZ-TChIC-K562-SC-H3K27me3-T_173,197,197
PZ-MB-TChIC-K562-H3K4me3-T_281,2922,2922
PZ-MB-TChIC-K562-H3K4me3-T_154,3285,3285
PZ-MB-TChIC-K562-H3K4me3-T_166,3861,3861
PZ-MB-TChIC-K562-H3K4me3-T_364,12315,12315
PZ-MB-TChIC-K562-H3K4me3-CT_227,3609,3609
PZ-MB-TChIC-K562-H3K4me3-T_15,1803,1803
PZ-TChIC-K562-SC-H3K27me3-T_305,163,163
PZ-MB-TChIC-K562-H3K4me3-T_193,944,944
PZ-MB-TChIC-K562-H3K4me3-CT_301,2395,2395
PZ-TChIC-K562-SC-H3K27me3-T_356,71,71
PZ-MB-TChIC-K562-H3K4me3-T_321,5938,5938
PZ-MB-TChIC-K562-H3K4me3-T_108,2055,2055
PZ-TChIC-K562-SC-H3K27me3-T_46,111,111
PZ-MB-TChIC-K562-H3K4me3-T_136,2200,2200
PZ-TChIC-K562-SC-H3K27me3-C_97,133,133
PZ-MB-TChIC-K562-H3K4me3-T_227,3250,3250
PZ-MB-TChIC-K562-H3K4me3-T_286,2556,2556
PZ-TChIC-K562-SC-H3K27me3-T_16,193,193
PZ-MB-TChIC-K562-H3K4me3-T_269,4721,4721
PZ-MB-TChIC-K562-H3K4me3-T_26,893,893
PZ-TChIC-K562-SC-H3K27me3-T_265,103,103
PZ-MB-TChIC-K562-H3K4me3-T_253,257,257
PZ-MB-TChIC-K562-H3K4me3-T_258,1283,1283
PZ-MB-TChIC-K562-H3K4me3-T_42,845,845
PZ-MB-TChIC-K562-H3K4me3-T_2,1091,1091
PZ-MB-TChIC-K562-H3K4me3-T_382,2202,2202
PZ-MB-TChIC-K562-H3K4me3-T_110,4232,4232
PZ-MB-TChIC-K562-H3K4me3-CT_65,2582,2582
PZ-TChIC-K562-SC-H3K27me3-T_239,155,155
PZ-TChIC-K562-SC-H3K27me3-T_54,130,130
PZ-MB-TChIC-K562-H3K4me3-CT_168,3555,3555
PZ-MB-TChIC-K562-H3K4me3-T_290,1961,1961
PZ-MB-TChIC-K562-H3K4me3-CT_344,1696,1696
PZ-MB-TChIC-K562-H3K4me3-T_289,2654,2654
PZ-TChIC-K562-SC-H3K27me3-T_371,112,112
PZ-MB-TChIC-K562-H3K4me3-T_66,840,840
PZ-MB-TChIC-K562-H3K4me3-T_266,4475,4475
PZ-MB-TChIC-K562-H3K4me3-T_292,2711,2711
PZ-MB-TChIC-K562-H3K4me3-T_146,671,671
PZ-MB-TChIC-K562-H3K4me3-T_58,415,415
PZ-MB-TChIC-K562-H3K4me3-T_214,2774,2774
PZ-TChIC-K562-SC-H3K27me3-T_316,75,75
PZ-TChIC-K562-SC-H3K27me3-T_312,55,55
PZ-MB-TChIC-K562-H3K4me3-T_247,1678,1678
PZ-MB-TChIC-K562-H3K4me3-T_327,1420,1420
PZ-MB-TChIC-K562-H3K4me3-C_1,4446,4446
PZ-MB-TChIC-K562-H3K4me3-T_3,1640,1640
PZ-TChIC-K562-SC-H3K27me3-T_62,55,55
PZ-TChIC-K562-SC-H3K27me3-T_8,430,430
PZ-TChIC-K562-SC-H3K27me3-T_110,284,284
PZ-TChIC-K562-SC-H3K27me3-T_109,155,155
PZ-TChIC-K562-SC-H3K27me3-T_223,100,100
PZ-TChIC-K562-SC-H3K27me3-T_243,166,166
PZ-MB-TChIC-K562-H3K4me3-CT_81,1588,1588
PZ-TChIC-K562-SC-H3K27me3-T_58,234,234
PZ-MB-TChIC-K562-H3K4me3-T_337,535,535
PZ-TChIC-K562-SC-H3K27me3-C_72,167,167
PZ-MB-TChIC-K562-H3K4me3-T_62,410,410
PZ-TChIC-K562-SC-H3K27me3-C_49,61,61
PZ-MB-TChIC-K562-H3K4me3-T_83,1638,1638
PZ-MB-TChIC-K562-H3K4me3-T_69,267,267
PZ-MB-TChIC-K562-H3K4me3-T_354,2196,2196
PZ-MB-TChIC-K562-H3K4me3-T_274,2846,2846
PZ-MB-TChIC-K562-H3K4me3-T_324,4200,4200
PZ-TChIC-K562-SC-H3K27me3-T_118,271,271
PZ-MB-TChIC-K562-H3K4me3-T_8,1867,1867
PZ-MB-TChIC-K562-H3K4me3-C_122,410,410
PZ-MB-TChIC-K562-H3K4me3-T_254,3831,3831
PZ-MB-TChIC-K562-H3K4me3-T_113,1552,1552
PZ-MB-TChIC-K562-H3K4me3-T_48,1007,1007
PZ-MB-TChIC-K562-H3K4me3-CT_347,2688,2688
PZ-MB-TChIC-K562-H3K4me3-T_52,186,186
PZ-MB-TChIC-K562-H3K4me3-T_200,496,496
PZ-MB-TChIC-K562-H3K4me3-T_350,1226,1226
PZ-TChIC-K562-SC-H3K27me3-C_63,70,70
PZ-TChIC-K562-SC-H3K27me3-T_187,200,200
PZ-TChIC-K562-SC-H3K27me3-C_251,79,79
PZ-TChIC-K562-SC-H3K27me3-T_49,111,111
PZ-MB-TChIC-K562-H3K4me3-T_243,2856,2856
PZ-MB-TChIC-K562-H3K4me3-T_61,615,615
PZ-TChIC-K562-SC-H3K27me3-T_250,141,141
PZ-TChIC-K562-SC-H3K27me3-C_127,75,75
PZ-MB-TChIC-K562-H3K4me3-CT_116,731,731
PZ-MB-TChIC-K562-H3K4me3-T_96,853,853
PZ-MB-TChIC-K562-H3K4me3-T_17,2484,2484
PZ-MB-TChIC-K562-H3K4me3-CT_248,2803,2803
PZ-TChIC-K562-SC-H3K27me3-T_12,38,38
PZ-MB-TChIC-K562-H3K4me3-CT_19,1801,1801
PZ-MB-TChIC-K562-H3K4me3-CT_118,2225,2225
PZ-MB-TChIC-K562-H3K4me3-T_241,1219,1219
PZ-MB-TChIC-K562-H3K4me3-CT_61,1671,1671
PZ-MB-TChIC-K562-H3K4me3-T_4,2623,2623
PZ-MB-TChIC-K562-H3K4me3-CT_28,2512,2512
PZ-MB-TChIC-K562-H3K4me3-CT_35,949,949
PZ-TChIC-K562-SC-H3K27me3-CT_97,102,102
PZ-TChIC-K562-SC-H3K27me3-T_207,175,175
PZ-MB-TChIC-K562-H3K4me3-T_204,1462,1462
PZ-MB-TChIC-K562-H3K4me3-CT_242,2610,2610
PZ-MB-TChIC-K562-H3K4me3-CT_336,1022,1022
PZ-TChIC-K562-SC-H3K27me3-T_129,274,274
PZ-MB-TChIC-K562-H3K4me3-T_82,2895,2895
PZ-MB-TChIC-K562-H3K4me3-CT_158,2670,2670
PZ-TChIC-K562-SC-H3K27me3-T_255,558,558
PZ-TChIC-K562-SC-H3K27me3-T_113,239,239
PZ-TChIC-K562-SC-H3K27me3-T_30,103,103
PZ-MB-TChIC-K562-H3K4me3-CT_352,271,271
PZ-MB-TChIC-K562-H3K4me3-T_91,718,718
PZ-TChIC-K562-SC-H3K27me3-T_271,204,204
PZ-TChIC-K562-SC-H3K27me3-T_272,132,132
PZ-TChIC-K562-SC-H3K27me3-T_3,99,99
PZ-MB-TChIC-K562-H3K4me3-T_340,675,675
PZ-MB-TChIC-K562-H3K4me3-T_276,223,223
PZ-MB-TChIC-K562-H3K4me3-T_144,647,647
PZ-TChIC-K562-SC-H3K27me3-T_128,350,350
PZ-MB-TChIC-K562-H3K4me3-CT_328,345,345
PZ-MB-TChIC-K562-H3K4me3-T_77,640,640
PZ-MB-TChIC-K562-H3K4me3-T_378,1066,1066
PZ-TChIC-K562-SC-H3K27me3-T_11,149,149
PZ-TChIC-K562-SC-H3K27me3-T_39,201,201
PZ-TChIC-K562-SC-H3K27me3-T_317,148,148
PZ-MB-TChIC-K562-H3K4me3-T_88,1321,1321
PZ-MB-TChIC-K562-H3K4me3-T_54,428,428
PZ-TChIC-K562-SC-H3K27me3-T_244,70,70
PZ-MB-TChIC-K562-H3K4me3-CT_283,880,880
PZ-MB-TChIC-K562-H3K4me3-CT_144,2420,2420
PZ-TChIC-K562-SC-H3K27me3-C_145,6,6
PZ-TChIC-K562-SC-H3K27me3-C_44,108,108
PZ-TChIC-K562-SC-H3K27me3-C_216,129,129
PZ-TChIC-K562-SC-H3K27me3-T_33,1562,1562
PZ-MB-TChIC-K562-H3K4me3-T_51,463,463
PZ-MB-TChIC-K562-H3K4me3-CT_241,1313,1313
PZ-MB-TChIC-K562-H3K4me3-T_92,1637,1637
PZ-MB-TChIC-K562-H3K4me3-T_142,1722,1722
PZ-TChIC-K562-SC-H3K27me3-C_103,166,166
PZ-MB-TChIC-K562-H3K4me3-T_203,2545,2545
PZ-MB-TChIC-K562-H3K4me3-T_115,1794,1794
PZ-MB-TChIC-K562-H3K4me3-T_348,1200,1200
PZ-MB-TChIC-K562-H3K4me3-T_13,1683,1683
PZ-MB-TChIC-K562-H3K4me3-C_121,190,190
PZ-MB-TChIC-K562-H3K4me3-CT_327,975,975
PZ-TChIC-K562-SC-H3K27me3-T_105,191,191
PZ-TChIC-K562-SC-H3K27me3-T_183,169,169
PZ-TChIC-K562-SC-H3K27me3-T_68,117,117
PZ-TChIC-K562-SC-H3K27me3-T_4,107,107
PZ-TChIC-K562-SC-H3K27me3-T_31,89,89
PZ-TChIC-K562-SC-H3K27me3-T_142,242,242
PZ-TChIC-K562-SC-H3K27me3-T_185,437,437
PZ-MB-TChIC-K562-H3K4me3-T_21,93,93
PZ-MB-TChIC-K562-H3K4me3-CT_60,855,855
PZ-TChIC-K562-SC-H3K27me3-T_182,177,177
PZ-TChIC-K562-SC-H3K27me3-T_117,111,111
PZ-MB-TChIC-K562-H3K4me3-T_89,406,406
PZ-TChIC-K562-SC-H3K27me3-T_127,419,419
PZ-TChIC-K562-SC-H3K27me3-T_195,125,125
PZ-TChIC-K562-SC-H3K27me3-T_135,171,171
PZ-MB-TChIC-K562-H3K4me3-T_104,8,8
PZ-TChIC-K562-SC-H3K27me3-C_164,61,61
PZ-MB-TChIC-K562-H3K4me3-CT_372,2387,2387
PZ-TChIC-K562-SC-H3K27me3-T_170,108,108
PZ-MB-TChIC-K562-H3K4me3-CT_171,1149,1149
PZ-MB-TChIC-K562-H3K4me3-T_75,390,390
PZ-TChIC-K562-SC-H3K27me3-T_348,159,159
PZ-TChIC-K562-SC-H3K27me3-T_194,87,87
PZ-TChIC-K562-SC-H3K27me3-CT_188,632,632
PZ-MB-TChIC-K562-H3K4me3-CT_332,1837,1837
PZ-TChIC-K562-SC-H3K27me3-T_206,277,277
PZ-MB-TChIC-K562-H3K4me3-C_97,294,294
PZ-TChIC-K562-SC-H3K27me3-T_329,133,133
PZ-TChIC-K562-SC-H3K27me3-T_66,187,187
PZ-TChIC-K562-SC-H3K27me3-T_208,156,156
PZ-TChIC-K562-SC-H3K27me3-T_248,112,112
PZ-TChIC-K562-SC-H3K27me3-CT_187,424,424
PZ-TChIC-K562-SC-H3K27me3-T_275,331,331
PZ-TChIC-K562-SC-H3K27me3-T_369,159,159
PZ-TChIC-K562-SC-H3K27me3-T_282,189,189
PZ-TChIC-K562-SC-H3K27me3-T_159,89,89
PZ-TChIC-K562-SC-H3K27me3-T_355,153,153
PZ-TChIC-K562-SC-H3K27me3-T_149,219,219
PZ-TChIC-K562-SC-H3K27me3-T_160,141,141
PZ-MB-TChIC-K562-H3K4me3-CT_69,522,522
PZ-MB-TChIC-K562-H3K4me3-T_35,455,455
PZ-TChIC-K562-SC-H3K27me3-T_262,117,117
PZ-TChIC-K562-SC-H3K27me3-T_288,224,224
PZ-TChIC-K562-SC-H3K27me3-T_24,159,159
PZ-TChIC-K562-SC-H3K27me3-T_263,224,224
PZ-MB-TChIC-K562-H3K4me3-CT_302,795,795
PZ-TChIC-K562-SC-H3K27me3-T_237,290,290
PZ-TChIC-K562-SC-H3K27me3-T_204,335,335
PZ-MB-TChIC-K562-H3K4me3-C_49,225,225
PZ-TChIC-K562-SC-H3K27me3-CT_189,469,469
PZ-MB-TChIC-K562-H3K4me3-T_338,291,291
PZ-MB-TChIC-K562-H3K4me3-T_27,167,167
PZ-MB-TChIC-K562-H3K4me3-T_171,798,798
PZ-TChIC-K562-SC-H3K27me3-T_18,109,109
PZ-TChIC-K562-SC-H3K27me3-C_123,122,122
PZ-MB-TChIC-K562-H3K4me3-T_50,500,500
PZ-TChIC-K562-SC-H3K27me3-T_249,152,152
PZ-TChIC-K562-SC-H3K27me3-T_111,168,168
PZ-MB-TChIC-K562-H3K4me3-CT_253,359,359
PZ-MB-TChIC-K562-H3K4me3-CT_56,635,635
PZ-TChIC-K562-SC-H3K27me3-T_156,166,166
PZ-TChIC-K562-SC-H3K27me3-C_147,281,281
PZ-TChIC-K562-SC-H3K27me3-T_333,1759,1759
PZ-TChIC-K562-SC-H3K27me3-T_134,131,131
PZ-TChIC-K562-SC-H3K27me3-T_234,340,340
PZ-MB-TChIC-K562-H3K4me3-T_302,572,572
PZ-TChIC-K562-SC-H3K27me3-T_181,78,78
PZ-TChIC-K562-SC-H3K27me3-C_1,11,11
PZ-TChIC-K562-SC-H3K27me3-T_152,155,155
PZ-MB-TChIC-K562-H3K4me3-C_25,329,329
PZ-TChIC-K562-SC-H3K27me3-T_236,277,277
PZ-TChIC-K562-SC-H3K27me3-T_303,276,276
PZ-TChIC-K562-SC-H3K27me3-T_354,145,145
PZ-TChIC-K562-SC-H3K27me3-T_231,132,132
PZ-TChIC-K562-SC-H3K27me3-T_57,92,92
PZ-TChIC-K562-SC-H3K27me3-T_361,128,128
PZ-TChIC-K562-SC-H3K27me3-T_302,39,39
PZ-TChIC-K562-SC-H3K27me3-T_26,98,98
PZ-TChIC-K562-SC-H3K27me3-T_365,145,145
PZ-TChIC-K562-SC-H3K27me3-C_213,113,113
PZ-TChIC-K562-SC-H3K27me3-CT_121,40,40
PZ-TChIC-K562-SC-H3K27me3-T_310,167,167
PZ-TChIC-K562-SC-H3K27me3-T_359,130,130
PZ-TChIC-K562-SC-H3K27me3-CT_145,31,31
PZ-MB-TChIC-K562-H3K4me3-C_169,115,115
PZ-MB-TChIC-K562-H3K4me3-T_74,621,621
PZ-TChIC-K562-SC-H3K27me3-T_161,221,221
PZ-TChIC-K562-SC-H3K27me3-T_328,126,126
PZ-TChIC-K562-SC-H3K27me3-T_171,47,47
PZ-TChIC-K562-SC-H3K27me3-T_306,97,97
PZ-TChIC-K562-SC-H3K27me3-T_63,148,148
PZ-TChIC-K562-SC-H3K27me3-T_235,99,99
PZ-TChIC-K562-SC-H3K27me3-T_85,235,235
PZ-TChIC-K562-SC-H3K27me3-T_65,151,151
PZ-TChIC-K562-SC-H3K27me3-T_140,228,228
PZ-TChIC-K562-SC-H3K27me3-T_315,245,245
PZ-TChIC-K562-SC-H3K27me3-T_106,120,120
PZ-TChIC-K562-SC-H3K27me3-T_184,206,206
PZ-TChIC-K562-SC-H3K27me3-T_370,98,98
PZ-TChIC-K562-SC-H3K27me3-T_103,92,92
PZ-TChIC-K562-SC-H3K27me3-T_190,151,151
PZ-TChIC-K562-SC-H3K27me3-CT_301,118,118
PZ-MB-TChIC-K562-H3K4me3-T_116,347,347
PZ-TChIC-K562-SC-H3K27me3-T_295,109,109
PZ-TChIC-K562-SC-H3K27me3-T_320,81,81
PZ-TChIC-K562-SC-H3K27me3-T_147,57,57
PZ-TChIC-K562-SC-H3K27me3-T_304,117,117
PZ-TChIC-K562-SC-H3K27me3-T_80,123,123
PZ-TChIC-K562-SC-H3K27me3-T_123,236,236
PZ-TChIC-K562-SC-H3K27me3-T_264,173,173
PZ-TChIC-K562-SC-H3K27me3-T_247,77,77
PZ-TChIC-K562-SC-H3K27me3-T_22,66,66
PZ-TChIC-K562-SC-H3K27me3-T_138,79,79
PZ-TChIC-K562-SC-H3K27me3-T_158,143,143
PZ-MB-TChIC-K562-H3K4me3-T_80,1159,1159
PZ-TChIC-K562-SC-H3K27me3-T_165,92,92
PZ-TChIC-K562-SC-H3K27me3-T_9,154,154
PZ-TChIC-K562-SC-H3K27me3-T_226,235,235
PZ-TChIC-K562-SC-H3K27me3-T_218,125,125
PZ-TChIC-K562-SC-H3K27me3-T_252,184,184
PZ-TChIC-K562-SC-H3K27me3-T_377,143,143
PZ-TChIC-K562-SC-H3K27me3-T_212,191,191
PZ-TChIC-K562-SC-H3K27me3-T_70,109,109
PZ-TChIC-K562-SC-H3K27me3-T_188,131,131
PZ-TChIC-K562-SC-H3K27me3-T_81,67,67
PZ-MB-TChIC-K562-H3K4me3-C_289,747,747
PZ-TChIC-K562-SC-H3K27me3-T_381,80,80
PZ-TChIC-K562-SC-H3K27me3-T_136,91,91
PZ-TChIC-K562-SC-H3K27me3-T_41,127,127
PZ-TChIC-K562-SC-H3K27me3-T_229,293,293
PZ-MB-TChIC-K562-H3K4me3-CT_338,747,747
PZ-TChIC-K562-SC-H3K27me3-T_373,119,119
PZ-TChIC-K562-SC-H3K27me3-T_279,181,181
PZ-TChIC-K562-SC-H3K27me3-T_362,157,157
PZ-TChIC-K562-SC-H3K27me3-T_242,120,120
PZ-TChIC-K562-SC-H3K27me3-T_44,56,56
PZ-MB-TChIC-K562-H3K4me3-T_57,163,163
PZ-TChIC-K562-SC-H3K27me3-T_339,154,154
PZ-TChIC-K562-SC-H3K27me3-T_100,119,119
PZ-TChIC-K562-SC-H3K27me3-T_95,105,105
PZ-MB-TChIC-K562-H3K4me3-CT_72,27,27
PZ-TChIC-K562-SC-H3K27me3-T_221,161,161
PZ-TChIC-K562-SC-H3K27me3-CT_49,104,104
PZ-MB-TChIC-K562-H3K4me3-T_79,457,457
PZ-TChIC-K562-SC-H3K27me3-T_35,76,76
PZ-MB-TChIC-K562-H3K4me3-CT_197,1342,1342
PZ-TChIC-K562-SC-H3K27me3-T_281,138,138
PZ-TChIC-K562-SC-H3K27me3-T_157,210,210
PZ-TChIC-K562-SC-H3K27me3-T_259,166,166
PZ-TChIC-K562-SC-H3K27me3-T_177,168,168
PZ-TChIC-K562-SC-H3K27me3-T_280,193,193
PZ-TChIC-K562-SC-H3K27me3-T_289,199,199
PZ-TChIC-K562-SC-H3K27me3-T_224,175,175
PZ-TChIC-K562-SC-H3K27me3-T_363,139,139
PZ-TChIC-K562-SC-H3K27me3-T_178,71,71
PZ-TChIC-K562-SC-H3K27me3-T_166,98,98
PZ-TChIC-K562-SC-H3K27me3-T_197,83,83
PZ-TChIC-K562-SC-H3K27me3-T_341,310,310
PZ-TChIC-K562-SC-H3K27me3-T_102,78,78
PZ-TChIC-K562-SC-H3K27me3-T_32,126,126
PZ-MB-TChIC-K562-H3K4me3-T_194,293,293
PZ-TChIC-K562-SC-H3K27me3-T_137,97,97
PZ-TChIC-K562-SC-H3K27me3-T_278,112,112
PZ-TChIC-K562-SC-H3K27me3-T_322,263,263
PZ-TChIC-K562-SC-H3K27me3-T_360,196,196
PZ-TChIC-K562-SC-H3K27me3-T_151,86,86
PZ-TChIC-K562-SC-H3K27me3-T_148,129,129
PZ-TChIC-K562-SC-H3K27me3-T_52,88,88
PZ-TChIC-K562-SC-H3K27me3-T_203,148,148
PZ-TChIC-K562-SC-H3K27me3-T_92,109,109
PZ-TChIC-K562-SC-H3K27me3-T_116,29,29
PZ-TChIC-K562-SC-H3K27me3-T_191,345,345
PZ-TChIC-K562-SC-H3K27me3-T_104,94,94
PZ-TChIC-K562-SC-H3K27me3-T_7,56,56
PZ-TChIC-K562-SC-H3K27me3-T_76,173,173
PZ-MB-TChIC-K562-H3K4me3-CT_1,18,18
PZ-TChIC-K562-SC-H3K27me3-T_347,123,123
PZ-TChIC-K562-SC-H3K27me3-T_225,201,201
PZ-TChIC-K562-SC-H3K27me3-T_139,175,175
PZ-MB-TChIC-K562-H3K4me3-T_33,13,13
PZ-TChIC-K562-SC-H3K27me3-T_28,114,114
PZ-TChIC-K562-SC-H3K27me3-C_188,48,48
PZ-TChIC-K562-SC-H3K27me3-T_342,83,83
PZ-TChIC-K562-SC-H3K27me3-T_93,218,218
PZ-TChIC-K562-SC-H3K27me3-T_318,90,90
PZ-MB-TChIC-K562-H3K4me3-T_44,190,190
PZ-TChIC-K562-SC-H3K27me3-T_283,81,81
PZ-MB-TChIC-K562-H3K4me3-T_381,1407,1407
PZ-TChIC-K562-SC-H3K27me3-T_364,100,100
PZ-TChIC-K562-SC-H3K27me3-T_101,119,119
PZ-TChIC-K562-SC-H3K27me3-T_150,91,91
PZ-TChIC-K562-SC-H3K27me3-T_270,130,130
PZ-TChIC-K562-SC-H3K27me3-T_20,156,156
PZ-TChIC-K562-SC-H3K27me3-T_287,72,72
PZ-TChIC-K562-SC-H3K27me3-T_321,88,88
PZ-TChIC-K562-SC-H3K27me3-T_346,166,166
PZ-TChIC-K562-SC-H3K27me3-T_179,197,197
PZ-TChIC-K562-SC-H3K27me3-T_154,358,358
PZ-TChIC-K562-SC-H3K27me3-T_45,154,154
PZ-MB-TChIC-K562-H3K4me3-T_101,16,16
PZ-MB-TChIC-K562-H3K4me3-T_198,382,382
PZ-TChIC-K562-SC-H3K27me3-T_293,189,189
PZ-TChIC-K562-SC-H3K27me3-T_124,146,146
PZ-MB-TChIC-K562-H3K4me3-T_81,395,395
PZ-MB-TChIC-K562-H3K4me3-T_55,194,194
PZ-MB-TChIC-K562-H3K4me3-CT_276,171,171
PZ-MB-TChIC-K562-H3K4me3-CT_74,536,536
PZ-TChIC-K562-SC-H3K27me3-T_228,198,198
PZ-TChIC-K562-SC-H3K27me3-C_284,79,79
PZ-TChIC-K562-SC-H3K27me3-T_379,274,274
PZ-TChIC-K562-SC-H3K27me3-T_232,120,120
PZ-TChIC-K562-SC-H3K27me3-T_51,193,193
PZ-TChIC-K562-SC-H3K27me3-T_267,173,173
PZ-TChIC-K562-SC-H3K27me3-T_74,64,64
PZ-TChIC-K562-SC-H3K27me3-T_335,225,225
PZ-TChIC-K562-SC-H3K27me3-T_59,119,119
PZ-TChIC-K562-SC-H3K27me3-T_94,130,130
PZ-TChIC-K562-SC-H3K27me3-T_266,110,110
PZ-TChIC-K562-SC-H3K27me3-C_346,26,26
PZ-TChIC-K562-SC-H3K27me3-T_309,110,110
PZ-TChIC-K562-SC-H3K27me3-T_176,88,88
PZ-TChIC-K562-SC-H3K27me3-T_10,66,66
PZ-TChIC-K562-SC-H3K27me3-T_126,136,136
PZ-TChIC-K562-SC-H3K27me3-T_245,84,84
PZ-TChIC-K562-SC-H3K27me3-T_230,133,133
PZ-TChIC-K562-SC-H3K27me3-T_193,108,108
PZ-TChIC-K562-SC-H3K27me3-T_86,78,78
PZ-TChIC-K562-SC-H3K27me3-T_367,124,124
PZ-TChIC-K562-SC-H3K27me3-T_29,83,83
PZ-TChIC-K562-SC-H3K27me3-T_108,100,100
PZ-TChIC-K562-SC-H3K27me3-T_340,76,76
PZ-TChIC-K562-SC-H3K27me3-T_162,118,118
PZ-TChIC-K562-SC-H3K27me3-T_38,98,98
PZ-TChIC-K562-SC-H3K27me3-T_5,111,111
PZ-TChIC-K562-SC-H3K27me3-T_146,72,72
PZ-MB-TChIC-K562-H3K4me3-T_60,242,242
PZ-TChIC-K562-SC-H3K27me3-T_145,6,6
PZ-TChIC-K562-SC-H3K27me3-T_294,129,129
PZ-MB-TChIC-K562-H3K4me3-T_29,3,3
PZ-TChIC-K562-SC-H3K27me3-T_56,104,104
PZ-TChIC-K562-SC-H3K27me3-T_260,143,143
PZ-TChIC-K562-SC-H3K27me3-T_261,171,171
PZ-TChIC-K562-SC-H3K27me3-T_256,108,108
PZ-TChIC-K562-SC-H3K27me3-T_17,123,123
PZ-TChIC-K562-SC-H3K27me3-T_216,86,86
PZ-TChIC-K562-SC-H3K27me3-T_114,237,237
PZ-TChIC-K562-SC-H3K27me3-T_99,114,114
PZ-TChIC-K562-SC-H3K27me3-T_199,165,165
PZ-TChIC-K562-SC-H3K27me3-T_141,141,141
PZ-TChIC-K562-SC-H3K27me3-T_311,78,78
PZ-TChIC-K562-SC-H3K27me3-T_174,90,90
PZ-TChIC-K562-SC-H3K27me3-T_307,189,189
PZ-TChIC-K562-SC-H3K27me3-T_153,72,72
PZ-TChIC-K562-SC-H3K27me3-T_205,80,80
PZ-TChIC-K562-SC-H3K27me3-T_112,128,128
PZ-TChIC-K562-SC-H3K27me3-T_214,136,136
PZ-TChIC-K562-SC-H3K27me3-C_331,16,16
PZ-TChIC-K562-SC-H3K27me3-T_40,69,69
PZ-TChIC-K562-SC-H3K27me3-T_180,141,141
PZ-TChIC-K562-SC-H3K27me3-T_375,163,163
PZ-MB-TChIC-K562-H3K4me3-T_56,104,104
PZ-TChIC-K562-SC-H3K27me3-T_83,111,111
PZ-TChIC-K562-SC-H3K27me3-T_258,54,54
PZ-TChIC-K562-SC-H3K27me3-T_292,70,70
PZ-TChIC-K562-SC-H3K27me3-T_192,186,186
PZ-TChIC-K562-SC-H3K27me3-T_60,55,55
PZ-TChIC-K562-SC-H3K27me3-T_144,66,66
PZ-TChIC-K562-SC-H3K27me3-T_64,135,135
PZ-TChIC-K562-SC-H3K27me3-T_338,60,60
PZ-TChIC-K562-SC-H3K27me3-T_210,76,76
PZ-TChIC-K562-SC-H3K27me3-C_298,43,43
PZ-TChIC-K562-SC-H3K27me3-T_374,94,94
PZ-TChIC-K562-SC-H3K27me3-T_163,58,58
PZ-TChIC-K562-SC-H3K27me3-T_254,97,97
PZ-TChIC-K562-SC-H3K27me3-T_77,63,63
PZ-TChIC-K562-SC-H3K27me3-T_48,102,102
PZ-TChIC-K562-SC-H3K27me3-T_268,122,122
PZ-TChIC-K562-SC-H3K27me3-T_98,92,92
PZ-TChIC-K562-SC-H3K27me3-T_84,89,89
PZ-TChIC-K562-SC-H3K27me3-T_351,102,102
PZ-TChIC-K562-SC-H3K27me3-T_27,113,113
PZ-TChIC-K562-SC-H3K27me3-T_217,82,82
PZ-TChIC-K562-SC-H3K27me3-T_380,64,64
PZ-TChIC-K562-SC-H3K27me3-T_298,217,217
PZ-TChIC-K562-SC-H3K27me3-T_220,73,73
PZ-TChIC-K562-SC-H3K27me3-T_314,140,140
PZ-TChIC-K562-SC-H3K27me3-T_14,193,193
PZ-TChIC-K562-SC-H3K27me3-T_90,126,126
PZ-TChIC-K562-SC-H3K27me3-T_349,56,56
PZ-TChIC-K562-SC-H3K27me3-T_82,159,159
PZ-TChIC-K562-SC-H3K27me3-T_332,64,64
PZ-TChIC-K562-SC-H3K27me3-T_6,112,112
PZ-TChIC-K562-SC-H3K27me3-T_186,191,191
PZ-TChIC-K562-SC-H3K27me3-T_291,132,132
PZ-TChIC-K562-SC-H3K27me3-T_382,108,108
PZ-TChIC-K562-SC-H3K27me3-T_115,358,358
