index,ect1_ct,ect2_ct,ect3_ct,mes1_ct,mes2_ct,mes3_ct,pluri1_ct,pluri2_ct,endo1_ct
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_78,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_252,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_143,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_90,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_131,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_316,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_363,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_112,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_26,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_278,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_309,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_167,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_133,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_168,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_373,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_365,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_195,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_146,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_103,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_371,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_384,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_171,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_15,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_192,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_182,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_17,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_193,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_172,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_19,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_104,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_223,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_248,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_283,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_217,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_194,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_336,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_305,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_132,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_378,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_54,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_325,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_57,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_93,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_215,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_321,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_65,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_286,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_121,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_138,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_295,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_72,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_130,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_82,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_364,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_70,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_189,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_39,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_340,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_50,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_330,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_202,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_89,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_355,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_208,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_102,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_127,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_282,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_51,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_261,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_277,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_113,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_144,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_43,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_124,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_344,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_157,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_3,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_301,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_169,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_38,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_367,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_296,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_160,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_323,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_181,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_234,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_75,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_324,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_209,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_201,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_188,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_96,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_95,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_27,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_158,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_258,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_216,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_339,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_35,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_137,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_152,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_92,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_229,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_289,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_165,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_293,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_237,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_42,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_40,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_238,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_332,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_136,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_67,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_297,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_63,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_140,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_163,,,,,,,,Epidermis Progenitors,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_123,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_222,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_275,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_80,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_327,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_342,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_14,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_214,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_85,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_230,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_319,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_162,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_30,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_259,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_139,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_233,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_199,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_175,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_53,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_187,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_185,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_9,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_311,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_114,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_32,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_294,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_376,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_100,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_273,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_232,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_79,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_290,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_264,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_22,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_191,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_4,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_115,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_10,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_247,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_155,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_224,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_369,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_178,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_270,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-4_97,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_312,Late Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_262,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_2,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_341,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_351,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_156,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_310,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_46,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_41,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_269,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_34,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_350,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_37,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_372,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_101,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_266,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_300,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_206,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_149,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_360,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_76,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_228,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_370,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_271,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_23,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_91,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_135,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_33,,,Floor Plate Neural Tube,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_204,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_207,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_333,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_56,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_125,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_382,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_141,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_284,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_335,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_279,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_180,Roof Plate Neural Tube,,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_320,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_74,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_361,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_347,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_240,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_83,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_134,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_241,,Roof Plate Neural Tube,,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_303,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_153,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_66,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_225,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_226,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_184,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_94,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_87,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_148,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_186,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_288,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_150,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_362,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_128,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_78,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_119,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_71,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_268,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_265,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_374,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_147,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_146,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_245,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_82,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep3-H3K4me3-5_308,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
